species,label,requirement,joint_prob,threshold,pass
Sequoiadendron giganteum,RichSoilSpecialist,"M=high,N=high",0.16525,0.6,FALSE
Tsuga canadensis,RichSoilSpecialist,"M=high,N=high",0.6221,0.6,TRUE
Acer saccharum,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Agropyron cristatum,SunVsWaterTradeoff,"L=high,M=low",0.06275,0.6,FALSE
Agrostis hyemalis,SunVsWaterTradeoff,"L=high,M=low",8e-4,0.6,FALSE
Ambrosia tenuifolia,SunVsWaterTradeoff,"L=high,M=low",0.0047,0.6,FALSE
Betula alleghaniensis,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Carex digitata,SunVsWaterTradeoff,"L=high,M=low",0.01715,0.6,FALSE
Cryptomeria japonica,SunVsWaterTradeoff,"L=high,M=low",1e-4,0.6,FALSE
Fraxinus mandshurica,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Maackia amurensis,SunVsWaterTradeoff,"L=high,M=low",5e-4,0.6,FALSE
Melia azedarach,SunVsWaterTradeoff,"L=high,M=low",0.00105,0.6,FALSE
Picea glauca,SunVsWaterTradeoff,"L=high,M=low",3e-4,0.6,FALSE
Picea mariana,SunVsWaterTradeoff,"L=high,M=low",2e-4,0.6,FALSE
Pinus densiflora,SunVsWaterTradeoff,"L=high,M=low",1.5e-4,0.6,FALSE
Pinus ponderosa,SunVsWaterTradeoff,"L=high,M=low",1.5e-4,0.6,FALSE
Populus tremuloides,SunVsWaterTradeoff,"L=high,M=low",0,0.6,FALSE
Prunus pensylvanica,SunVsWaterTradeoff,"L=high,M=low",5e-5,0.6,FALSE
Quercus alba,SunVsWaterTradeoff,"L=high,M=low",5e-5,0.6,FALSE
Quercus macrocarpa,SunVsWaterTradeoff,"L=high,M=low",1.5e-4,0.6,FALSE
Quercus mongolica,SunVsWaterTradeoff,"L=high,M=low",1e-4,0.6,FALSE
Ribes divaricatum,SunVsWaterTradeoff,"L=high,M=low",0.0034,0.6,FALSE
Sequoia sempervirens,SunVsWaterTradeoff,"L=high,M=low",5e-5,0.6,FALSE
Sequoiadendron giganteum,SunVsWaterTradeoff,"L=high,M=low",2e-4,0.6,FALSE
Tsuga canadensis,SunVsWaterTradeoff,"L=high,M=low",2.5e-4,0.6,FALSE
Acer saccharum,LushShadePlant,"L=low,M=high,N=high",0.0472,0.6,FALSE
Agropyron cristatum,LushShadePlant,"L=low,M=high,N=high",7e-4,0.6,FALSE
Agrostis hyemalis,LushShadePlant,"L=low,M=high,N=high",6e-4,0.6,FALSE
Ambrosia tenuifolia,LushShadePlant,"L=low,M=high,N=high",0.01505,0.6,FALSE
Betula alleghaniensis,LushShadePlant,"L=low,M=high,N=high",0.0244,0.6,FALSE
Carex digitata,LushShadePlant,"L=low,M=high,N=high",0.00505,0.6,FALSE
Cryptomeria japonica,LushShadePlant,"L=low,M=high,N=high",0.0153,0.6,FALSE
Fraxinus mandshurica,LushShadePlant,"L=low,M=high,N=high",0.02385,0.6,FALSE
Maackia amurensis,LushShadePlant,"L=low,M=high,N=high",0.08945,0.6,FALSE
Melia azedarach,LushShadePlant,"L=low,M=high,N=high",0.08525,0.6,FALSE
Picea glauca,LushShadePlant,"L=low,M=high,N=high",0.009,0.6,FALSE
Picea mariana,LushShadePlant,"L=low,M=high,N=high",0.00285,0.6,FALSE
Pinus densiflora,LushShadePlant,"L=low,M=high,N=high",0.0237,0.6,FALSE
Pinus ponderosa,LushShadePlant,"L=low,M=high,N=high",0.05,0.6,FALSE
Populus tremuloides,LushShadePlant,"L=low,M=high,N=high",0.0034,0.6,FALSE
Prunus pensylvanica,LushShadePlant,"L=low,M=high,N=high",0.0413,0.6,FALSE
Quercus alba,LushShadePlant,"L=low,M=high,N=high",0.0354,0.6,FALSE
Quercus macrocarpa,LushShadePlant,"L=low,M=high,N=high",0.02985,0.6,FALSE
Quercus mongolica,LushShadePlant,"L=low,M=high,N=high",0.03915,0.6,FALSE
Ribes divaricatum,LushShadePlant,"L=low,M=high,N=high",0.05435,0.6,FALSE
Sequoia sempervirens,LushShadePlant,"L=low,M=high,N=high",0.01945,0.6,FALSE
Sequoiadendron giganteum,LushShadePlant,"L=low,M=high,N=high",1.5e-4,0.6,FALSE
Tsuga canadensis,LushShadePlant,"L=low,M=high,N=high",0.0169,0.6,FALSE
Acer saccharum,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Agropyron cristatum,CoolClimateSpecialist,"T=low,M=med,N=high",0.0249,0.6,FALSE
Agrostis hyemalis,CoolClimateSpecialist,"T=low,M=med,N=high",0.031,0.6,FALSE
Ambrosia tenuifolia,CoolClimateSpecialist,"T=low,M=med,N=high",0.04495,0.6,FALSE
Betula alleghaniensis,CoolClimateSpecialist,"T=low,M=med,N=high",5e-5,0.6,FALSE
Carex digitata,CoolClimateSpecialist,"T=low,M=med,N=high",0.10745,0.6,FALSE
Cryptomeria japonica,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Fraxinus mandshurica,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Maackia amurensis,CoolClimateSpecialist,"T=low,M=med,N=high",0.00205,0.6,FALSE
Melia azedarach,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Picea glauca,CoolClimateSpecialist,"T=low,M=med,N=high",1e-4,0.6,FALSE
Picea mariana,CoolClimateSpecialist,"T=low,M=med,N=high",5e-5,0.6,FALSE
Pinus densiflora,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Pinus ponderosa,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Populus tremuloides,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Prunus pensylvanica,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Quercus alba,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Quercus macrocarpa,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Quercus mongolica,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Ribes divaricatum,CoolClimateSpecialist,"T=low,M=med,N=high",0.03285,0.6,FALSE
Sequoia sempervirens,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Sequoiadendron giganteum,CoolClimateSpecialist,"T=low,M=med,N=high",0,0.6,FALSE
Tsuga canadensis,CoolClimateSpecialist,"T=low,M=med,N=high",1.5e-4,0.6,FALSE
